<Term> <Document> <Freq> <Weight>
present doc_1033 1 0.146110
present doc_104 1 0.081172
present doc_105 1 0.182637
present doc_107 1 0.060879
present doc_11 1 0.182637
present doc_112 1 0.091319
present doc_113 2 0.112392
present doc_114 1 0.104364
present doc_115 1 0.121758
present doc_116 4 0.324689
present doc_118 1 0.056196
present doc_119 1 0.243517
present doc_122 1 0.091319
present doc_123 1 0.091319
present doc_127 2 0.487033
present doc_128 1 0.121758
present doc_139 1 0.365275
present doc_140 1 0.365275
present doc_141 1 0.243517
present doc_142 1 0.182637
present doc_152 2 0.162344
present doc_165 1 0.081172
present doc_183 1 0.081172
present doc_184 1 0.243517
present doc_186 1 0.243517
present doc_19 1 0.121758
present doc_193 1 0.182637
present doc_208 1 0.091319
present doc_209 2 0.208728
present doc_212 1 0.081172
present doc_214 1 0.121758
present doc_217 1 0.243517
present doc_224 1 0.365275
present doc_227 1 0.365275
present doc_23 3 0.313093
present doc_230 1 0.104364
present doc_235 4 0.730550
present doc_25 1 0.121758
present doc_253 1 0.146110
present doc_254 1 0.104364
present doc_256 4 0.584440
present doc_257 1 0.121758
present doc_268 1 0.365275
present doc_275 1 0.066414
present doc_279 1 0.182637
present doc_28 1 0.121758
present doc_282 1 0.121758
present doc_283 1 0.091319
present doc_289 1 0.048703
present doc_300 2 0.243517
present doc_31 1 0.243517
present doc_311 1 0.104364
present doc_312 1 0.146110
present doc_313 1 0.066414
present doc_318 1 0.365275
present doc_319 1 0.243517
present doc_329 1 0.146110
present doc_33 1 0.365275
present doc_331 1 0.121758
present doc_339 1 0.121758
present doc_34 1 0.365275
present doc_340 1 0.182637
present doc_344 1 0.182637
present doc_35 1 0.052182
present doc_351 2 0.292220
present doc_353 2 0.243517
present doc_358 1 0.081172
present doc_359 1 0.091319
present doc_36 1 0.182637
present doc_360 1 0.243517
present doc_366 1 0.243517
present doc_367 1 0.243517
present doc_369 1 0.365275
present doc_372 2 0.487033
present doc_374 1 0.146110
present doc_379 1 0.104364
present doc_381 2 0.487033
present doc_383 2 0.292220
present doc_384 1 0.073055
present doc_387 1 0.104364
present doc_400 1 0.091319
present doc_407 2 0.132827
present doc_409 1 0.243517
present doc_418 1 0.081172
present doc_42 1 0.182637
present doc_421 1 0.091319
present doc_429 1 0.146110
present doc_435 1 0.066414
present doc_437 1 0.182637
present doc_438 1 0.038450
present doc_444 1 0.073055
present doc_446 1 0.182637
present doc_472 1 0.066414
present doc_473 1 0.056196
present doc_475 1 0.365275
present doc_481 2 0.132827
present doc_496 1 0.146110
present doc_5 1 0.182637
present doc_511 1 0.104364
present doc_53 1 0.365275
present doc_530 2 0.292220
present doc_533 1 0.066414
present doc_537 1 0.121758
present doc_543 1 0.146110
present doc_545 1 0.182637
present doc_550 1 0.243517
present doc_559 1 0.365275
present doc_562 1 0.104364
present doc_573 1 0.081172
present doc_574 1 0.243517
present doc_575 1 0.146110
present doc_577 1 0.104364
present doc_58 3 0.243517
present doc_582 1 0.243517
present doc_583 1 0.146110
present doc_590 2 0.208728
present doc_599 1 0.121758
present doc_600 1 0.060879
present doc_602 1 0.365275
present doc_618 1 0.182637
present doc_620 1 0.121758
present doc_623 1 0.146110
present doc_625 1 0.073055
present doc_627 1 0.104364
present doc_631 2 0.292220
present doc_641 1 0.104364
present doc_647 1 0.121758
present doc_65 1 0.091319
present doc_655 1 0.146110
present doc_659 1 0.182637
present doc_661 1 0.146110
present doc_669 1 0.146110
present doc_672 1 0.182637
present doc_680 1 0.146110
present doc_683 1 0.081172
present doc_692 1 0.182637
present doc_70 4 0.487033
present doc_702 1 0.182637
present doc_705 1 0.182637
present doc_706 2 0.292220
present doc_709 1 0.182637
present doc_716 1 0.182637
present doc_717 2 0.730550
present doc_721 1 0.146110
present doc_724 1 0.365275
present doc_726 1 0.182637
present doc_73 1 0.060879
present doc_730 1 0.146110
present doc_732 1 0.033207
present doc_734 1 0.146110
present doc_737 1 0.243517
present doc_739 1 0.182637
present doc_740 1 0.121758
present doc_741 1 0.121758
present doc_753 1 0.182637
present doc_758 1 0.121758
present doc_769 2 0.208728
present doc_77 1 0.146110
present doc_772 1 0.365275
present doc_774 1 0.243517
present doc_775 1 0.121758
present doc_778 1 0.365275
present doc_779 2 0.730550
present doc_780 1 0.146110
present doc_781 1 0.182637
present doc_782 1 0.182637
present doc_784 1 0.104364
present doc_796 1 0.365275
present doc_798 1 0.121758
present doc_801 1 0.243517
present doc_802 2 0.365275
present doc_804 1 0.104364
present doc_808 1 0.243517
present doc_811 2 0.104364
present doc_816 1 0.243517
present doc_819 1 0.365275
present doc_822 1 0.146110
present doc_826 1 0.146110
present doc_827 1 0.730550
present doc_832 1 0.243517
present doc_834 1 0.091319
present doc_84 1 0.091319
present doc_841 1 0.048703
present doc_843 1 0.182637
present doc_848 2 0.208728
present doc_85 1 0.073055
present doc_850 1 0.104364
present doc_854 1 0.182637
present doc_856 1 0.066414
present doc_86 1 0.182637
present doc_862 2 0.112392
present doc_865 2 0.085947
present doc_866 1 0.146110
present doc_867 1 0.243517
present doc_868 1 0.104364
present doc_87 1 0.182637
present doc_877 2 0.365275
present doc_88 1 0.182637
present doc_891 1 0.073055
present doc_895 2 0.243517
present doc_896 1 0.182637
present doc_899 1 0.182637
present doc_900 1 0.182637
present doc_902 3 0.313093
present doc_906 1 0.146110
present doc_912 1 0.243517
present doc_915 1 0.243517
present doc_919 1 0.146110
present doc_920 1 0.243517
present doc_927 1 0.081172
present doc_933 1 0.104364
present doc_950 1 0.091319
present doc_959 1 0.066414
present doc_965 4 0.584440
present doc_967 1 0.365275
present doc_970 1 0.243517
present doc_971 1 0.146110
present doc_98 1 0.073055
present doc_982 1 0.365275
present doc_99 1 0.060879
present doc_992 1 0.104364
present doc_993 1 0.365275
present doc_995 1 0.146110
preserv doc_104 1 0.248718
preserv doc_107 1 0.186539
preserv doc_269 1 0.559616
preserv doc_780 1 0.447693
preserv doc_817 1 0.447693
preserv doc_841 1 0.149231
press doc_605 1 0.602904
pressant doc_301 1 0.502420
pression doc_296 1 0.602904
pressor doc_418 1 0.268191
pressor doc_569 1 0.241372
pressor doc_930 1 0.603430
pressor doc_931 1 0.804573
pressur doc_115 1 0.212399
pressur doc_116 1 0.141600
pressur doc_118 5 0.490153
pressur doc_128 1 0.212399
pressur doc_157 8 1.274397
pressur doc_162 10 1.274397
pressur doc_187 3 0.477899
pressur doc_193 1 0.318599
pressur doc_200 1 0.141600
pressur doc_243 11 1.274397
pressur doc_260 1 0.318599
pressur doc_269 1 0.318599
pressur doc_272 1 0.254879
pressur doc_289 4 0.339839
pressur doc_292 2 0.283199
pressur doc_293 5 0.637198
pressur doc_294 2 0.637198
pressur doc_295 2 0.364113
pressur doc_296 2 0.509759
pressur doc_297 2 0.509759
pressur doc_299 2 0.424799
pressur doc_301 3 0.637198
pressur doc_312 3 0.764638
pressur doc_313 8 0.926834
pressur doc_314 1 0.318599
pressur doc_315 3 0.955798
pressur doc_316 1 0.318599
pressur doc_321 4 0.728227
pressur doc_322 1 0.159300
pressur doc_352 2 0.509759
pressur doc_356 1 0.318599
pressur doc_379 1 0.182057
pressur doc_380 1 0.141600
pressur doc_409 1 0.424799
pressur doc_410 1 0.182057
pressur doc_411 1 0.254879
pressur doc_413 1 0.424799
pressur doc_418 4 0.566399
pressur doc_420 5 0.424799
pressur doc_423 1 0.254879
pressur doc_662 1 0.254879
pressur doc_669 3 0.764638
pressur doc_679 2 0.509759
pressur doc_697 1 0.212399
pressur doc_702 1 0.318599
pressur doc_708 5 0.707998
pressur doc_712 2 0.212399
pressur doc_713 5 1.274397
pressur doc_715 2 0.212399
pressur doc_724 1 0.637198
pressur doc_75 1 0.182057
pressur doc_760 5 1.061997
pressur doc_824 3 0.764638
pressur doc_839 1 0.318599
pressur doc_930 1 0.318599
pressur doc_96 1 0.318599
pressur doc_964 1 0.212399
pressur doc_965 1 0.254879
prestriat doc_355 1 0.334947
presum doc_1009 1 0.179074
presum doc_103 1 0.895370
presum doc_109 1 0.596913
presum doc_122 1 0.223843
presum doc_173 1 0.447685
presum doc_197 1 0.162795
presum doc_220 1 0.596913
presum doc_282 1 0.298457
presum doc_339 1 0.298457
presum doc_473 2 0.275499
presum doc_562 1 0.255820
presum doc_587 2 1.193827
presum doc_599 1 0.298457
presum doc_637 2 0.210675
presum doc_702 1 0.447685
presum doc_785 1 0.447685
presum doc_92 1 0.223843
presuma doc_282 1 0.502420
presumpt doc_407 1 0.274047
pretend doc_820 1 0.753630
pretrain doc_895 6 3.014521
pretreat doc_469 1 0.422872
pretreat doc_529 2 0.528590
pretreat doc_536 1 0.211436
pretreat doc_569 1 0.211436
pretreat doc_600 1 0.176197
pretreat doc_687 1 0.352393
pretreat doc_697 1 0.352393
pretreat doc_859 2 0.422872
prevail doc_1019 1 0.463445
prevail doc_310 1 0.136307
prevail doc_363 1 0.772409
prevail doc_438 1 0.121959
prevail doc_753 1 0.579307
preval doc_306 2 0.746155
preval doc_789 1 0.559616
preval doc_878 1 0.172190
preval doc_901 2 0.497437
preval doc_908 1 0.159890
preval doc_918 2 0.559616
prevent doc_1024 1 0.202603
prevent doc_134 2 0.945480
prevent doc_155 1 0.128929
prevent doc_200 1 0.157580
prevent doc_228 1 0.202603
prevent doc_368 1 0.141822
prevent doc_418 1 0.157580
prevent doc_425 1 0.101301
prevent doc_438 1 0.074643
prevent doc_45 1 0.283644
prevent doc_459 2 0.472740
prevent doc_465 1 0.283644
prevent doc_476 1 0.236370
prevent doc_477 1 0.141822
prevent doc_480 1 0.109094
prevent doc_493 1 0.709110
prevent doc_514 1 0.354555
prevent doc_517 1 0.202603
prevent doc_546 1 0.472740
prevent doc_558 1 0.354555
prevent doc_564 1 0.177278
prevent doc_573 1 0.157580
prevent doc_599 1 0.236370
prevent doc_608 1 0.202603
prevent doc_649 1 0.141822
prevent doc_661 1 0.283644
prevent doc_666 1 0.128929
prevent doc_694 1 0.157580
prevent doc_698 1 0.236370
prevent doc_699 1 0.236370
prevent doc_715 1 0.118185
prevent doc_718 1 0.283644
prevent doc_723 1 0.354555
prevent doc_826 3 0.850932
prevent doc_836 1 0.177278
prevent doc_839 1 0.354555
prevent doc_842 3 1.418220
prevent doc_855 2 0.709110
prevent doc_858 1 0.354555
prevent doc_859 1 0.141822
prevent doc_860 1 0.354555
previ doc_705 1 0.753630
previou doc_1019 1 0.325309
previou doc_1023 1 0.542182
previou doc_11 1 0.406636
previou doc_141 1 0.542182
previou doc_165 1 0.180727
previou doc_178 1 0.406636
previou doc_183 1 0.180727
previou doc_198 1 0.162655
previou doc_217 1 0.542182
previou doc_234 1 0.325309
previou doc_348 1 0.271091
previou doc_373 1 0.406636
previou doc_38 1 0.203318
previou doc_386 1 0.406636
previou doc_438 1 0.085608
previou doc_456 1 0.542182
previou doc_487 1 0.542182
previou doc_551 1 0.203318
previou doc_573 1 0.180727
previou doc_672 1 0.406636
previou doc_802 1 0.406636
previou doc_810 2 0.650618
previou doc_937 1 0.542182
previou doc_965 1 0.325309
previou doc_987 1 0.090364
previous doc_116 1 0.161112
previous doc_152 1 0.161112
previous doc_161 1 0.241668
previous doc_190 1 0.207144
previous doc_204 1 0.483335
previous doc_209 1 0.207144
previous doc_22 1 0.725003
previous doc_279 2 0.725003
previous doc_311 1 0.207144
previous doc_351 1 0.290001
previous doc_379 1 0.207144
previous doc_405 1 0.362501
previous doc_414 1 0.290001
previous doc_429 1 0.290001
previous doc_461 1 0.483335
previous doc_468 1 0.725003
previous doc_480 1 0.111539
previous doc_569 1 0.145001
previous doc_58 2 0.322224
previous doc_594 1 0.181251
previous doc_621 1 0.725003
previous doc_654 1 0.207144
previous doc_658 1 0.290001
previous doc_679 1 0.290001
previous doc_698 1 0.241668
previous doc_727 1 0.290001
previous doc_732 2 0.131819
previous doc_741 1 0.241668
previous doc_75 1 0.207144
previous doc_786 1 0.725003
previous doc_81 1 0.161112
previous doc_817 1 0.290001
previous doc_82 1 0.483335
previous doc_862 1 0.111539
previous doc_867 1 0.483335
previous doc_913 1 0.207144
previous doc_963 1 0.290001
previous doc_986 1 0.483335
pri doc_326 1 0.230749
pri doc_673 1 0.362606
pri doc_775 1 0.423040
priborski doc_841 1 0.200968
price doc_731 2 1.205808
primal doc_608 2 0.861292
primari doc_1002 3 0.630234
primari doc_154 1 0.210078
primari doc_155 4 0.458352
primari doc_169 1 0.420156
primari doc_172 1 0.252094
primari doc_175 1 0.252094
primari doc_208 1 0.157559
primari doc_209 1 0.180067
primari doc_210 1 0.315117
primari doc_227 2 1.260469
primari doc_23 2 0.360134
primari doc_25 1 0.210078
primari doc_259 1 0.074145
primari doc_26 1 0.180067
primari doc_28 2 0.420156
primari doc_280 1 0.157559
primari doc_286 1 0.420156
primari doc_29 1 0.140052
primari doc_377 4 1.008375
primari doc_394 1 0.126047
primari doc_399 2 0.420156
primari doc_407 3 0.343764
primari doc_432 3 0.540201
primari doc_445 1 0.210078
primari doc_461 2 0.840313
primari doc_485 1 0.090033
primari doc_501 1 0.315117
primari doc_513 1 0.126047
primari doc_531 2 0.630234
primari doc_549 2 0.504188
primari doc_560 2 0.630234
primari doc_611 1 0.252094
primari doc_624 2 0.420156
primari doc_628 1 0.315117
primari doc_633 1 0.060022
primari doc_637 2 0.148290
primari doc_658 1 0.252094
primari doc_660 1 0.252094
primari doc_667 1 0.420156
primari doc_67 1 0.252094
primari doc_673 1 0.180067
primari doc_718 1 0.252094
primari doc_774 1 0.420156
primari doc_777 2 0.630234
primari doc_781 1 0.315117
primari doc_795 1 0.315117
primari doc_799 1 0.140052
primari doc_805 3 0.630234
primari doc_821 2 0.360134
primari doc_865 1 0.074145
primari doc_877 1 0.315117
primari doc_911 1 0.315117
primari doc_920 1 0.420156
primari doc_922 1 0.210078
primari doc_924 1 0.420156
primari doc_926 1 0.126047
primari doc_93 1 0.315117
primari doc_989 2 0.360134
primari doc_992 1 0.180067
primari doc_995 1 0.252094
primarili doc_117 1 0.374764
primarili doc_176 1 0.267688
primarili doc_313 1 0.170347
primarili doc_336 1 0.234227
primarili doc_367 1 0.624606
primarili doc_485 1 0.133844
primarili doc_498 1 0.267688
primarili doc_549 1 0.374764
primarili doc_60 1 0.312303
primarili doc_795 2 0.936909
primarili doc_800 1 0.624606
primarili doc_835 1 0.468455
primarili doc_898 1 0.312303
primarili doc_922 1 0.312303
primat doc_102 1 0.423040
primat doc_729 1 0.846080
primat doc_732 1 0.115374
prime doc_418 1 0.268191
prime doc_459 1 0.402286
prime doc_596 1 0.241372
prime doc_996 1 0.482744
primer doc_143 4 1.085564
primer doc_471 1 0.452318
primi doc_711 1 0.301452
primigravida doc_201 2 1.205808
primit doc_204 1 0.772409
primit doc_466 1 0.463445
primit doc_606 1 1.158614
primit doc_769 1 0.331032
primit doc_805 2 0.772409
primordi doc_1016 1 0.362606
primordi doc_593 1 0.230749
primordi doc_873 1 0.423040
primum doc_267 4 1.269119
primum doc_315 1 0.634560
primum doc_322 2 0.634560
princip doc_1018 1 0.264295
princip doc_321 1 0.302052
princip doc_388 1 0.352393
princip doc_499 1 0.088098
princip doc_644 1 0.704787
princip doc_711 1 0.211436
princip doc_745 2 1.057180
princip doc_784 1 0.302052
principl doc_127 1 0.659103
principl doc_197 1 0.179755
principl doc_200 1 0.219701
principl doc_383 1 0.395462
principl doc_387 1 0.282473
principl doc_417 1 0.219701
principl doc_718 1 0.395462
principl doc_88 1 0.494327
principl doc_888 1 0.329551
principl doc_957 1 0.247163
principl doc_993 1 0.988654
prior doc_1019 1 0.321985
prior doc_108 1 0.268320
prior doc_14 1 0.321985
prior doc_153 2 0.804961
prior doc_155 1 0.146357
prior doc_204 1 0.536641
prior doc_205 1 0.229989
prior doc_251 1 0.268320
prior doc_290 1 0.402481
prior doc_3 1 0.321985
prior doc_304 2 0.268320
prior doc_32 1 0.229989
prior doc_377 2 0.643969
prior doc_41 1 0.114994
prior doc_440 1 0.268320
prior doc_471 1 0.268320
prior doc_490 1 0.268320
prior doc_561 1 0.229989
prior doc_6 1 0.321985
prior doc_641 1 0.229989
prior doc_65 2 0.402481
prior doc_676 1 0.229989
prior doc_682 1 0.321985
prior doc_691 1 0.402481
prior doc_858 1 0.402481
prior doc_977 1 0.268320
prism doc_359 1 0.376815
prison doc_337 1 1.004840
privat doc_781 1 0.753630
pro doc_284 1 0.252286
pro doc_403 1 0.252286
pro doc_420 1 0.134552
pro doc_426 1 0.288326
pro doc_436 2 0.448508
pro doc_474 1 0.336381
pro doc_476 1 0.336381
pro doc_660 1 0.403657
pro doc_715 1 0.168190
pro doc_811 1 0.144163
prob doc_788 1 0.678478
prob doc_798 1 0.452318
probabl doc_1006 1 0.153461
probabl doc_1011 1 0.306922
probabl doc_1014 1 1.227689
probabl doc_104 1 0.136410
probabl doc_125 1 0.409230
probabl doc_163 1 0.245538
probabl doc_172 1 0.245538
probabl doc_195 1 0.306922
probabl doc_197 1 0.111608
probabl doc_208 1 0.153461
probabl doc_218 2 0.223216
probabl doc_225 1 0.245538
probabl doc_247 1 0.245538
probabl doc_26 1 0.175384
probabl doc_275 1 0.111608
probabl doc_278 1 0.175384
probabl doc_30 1 0.613844
probabl doc_300 1 0.204615
probabl doc_326 2 0.223216
probabl doc_329 1 0.245538
probabl doc_331 1 0.204615
probabl doc_338 1 0.153461
probabl doc_345 1 0.204615
probabl doc_368 1 0.122769
probabl doc_378 1 0.102307
probabl doc_387 1 0.175384
probabl doc_413 1 0.409230
probabl doc_420 1 0.081846
probabl doc_425 1 0.087692
probabl doc_473 2 0.188875
probabl doc_474 3 0.613844
probabl doc_493 1 0.613844
probabl doc_501 1 0.306922
probabl doc_507 1 0.306922
probabl doc_549 1 0.245538
probabl doc_573 2 0.272820
probabl doc_583 1 0.245538
probabl doc_589 1 0.175384
probabl doc_650 1 0.153461
probabl doc_652 1 0.175384
probabl doc_668 1 0.204615
probabl doc_694 3 0.409230
probabl doc_708 1 0.136410
probabl doc_710 1 0.409230
probabl doc_728 1 0.175384
probabl doc_738 1 0.204615
probabl doc_75 1 0.175384
probabl doc_756 1 0.153461
probabl doc_760 1 0.204615
probabl doc_777 1 0.306922
probabl doc_790 1 0.409230
probabl doc_80 1 0.061384
probabl doc_804 1 0.175384
probabl doc_845 1 0.204615
probabl doc_858 1 0.306922
probabl doc_861 1 0.245538
probabl doc_87 1 0.306922
probabl doc_876 1 0.153461
probabl doc_877 1 0.306922
probabl doc_888 1 0.204615
probabl doc_9 1 0.409230
probabl doc_913 1 0.175384
probabl doc_950 1 0.153461
probabl doc_977 1 0.204615
probabl doc_984 2 0.818459
probe doc_1016 1 0.430646
problem doc_1004 1 0.135258
problem doc_1007 1 0.450861
problem doc_1010 2 1.352584
problem doc_1029 2 0.450861
problem doc_127 1 0.450861
problem doc_19 1 0.225431
problem doc_260 1 0.338146
problem doc_267 1 0.169073
problem doc_287 2 0.541034
problem doc_33 1 0.676292
problem doc_355 2 0.300574
problem doc_36 2 0.676292
problem doc_365 1 0.225431
problem doc_384 1 0.135258
problem doc_422 1 0.270517
problem doc_446 1 0.338146
problem doc_485 2 0.193226
problem doc_486 1 0.338146
problem doc_511 1 0.193226
problem doc_574 1 0.450861
problem doc_577 1 0.193226
problem doc_582 1 0.450861
problem doc_598 1 0.338146
problem doc_604 2 0.676292
problem doc_605 4 1.082068
problem doc_607 1 0.270517
problem doc_612 2 0.386453
problem doc_615 6 1.352584
problem doc_616 2 1.352584
problem doc_617 1 0.676292
problem doc_618 2 0.676292
problem doc_627 1 0.193226
problem doc_661 1 0.270517
problem doc_696 1 0.270517
problem doc_703 1 0.676292
problem doc_712 1 0.112715
problem doc_781 1 0.338146
problem doc_788 1 0.338146
problem doc_797 1 0.270517
problem doc_808 1 0.450861
problem doc_812 1 0.270517
problem doc_816 1 0.450861
problem doc_821 3 0.579679
problem doc_827 1 1.352584
problem doc_840 1 0.450861
problem doc_891 4 0.541034
problem doc_917 1 0.450861
problem doc_964 1 0.225431
procain doc_348 1 0.502420
proce doc_477 1 0.271391
proce doc_888 1 0.452318
procedur doc_1003 1 0.637198
procedur doc_1010 1 0.637198
procedur doc_1019 4 1.019517
procedur doc_1029 1 0.212399
procedur doc_111 1 0.424799
procedur doc_112 1 0.159300
procedur doc_116 1 0.141600
procedur doc_139 1 0.637198
procedur doc_185 1 0.424799
procedur doc_199 1 0.079650
procedur doc_200 2 0.283199
procedur doc_212 1 0.141600
procedur doc_23 1 0.182057
procedur doc_249 1 0.424799
procedur doc_252 3 0.637198
procedur doc_261 1 0.424799
procedur doc_267 1 0.159300
procedur doc_292 1 0.141600
procedur doc_31 1 0.424799
procedur doc_323 1 0.127440
procedur doc_329 1 0.254879
procedur doc_384 1 0.127440
procedur doc_385 1 0.127440
procedur doc_41 2 0.182057
procedur doc_423 1 0.254879
procedur doc_424 1 0.212399
procedur doc_471 1 0.212399
procedur doc_493 1 0.637198
procedur doc_503 1 0.212399
procedur doc_508 1 0.318599
procedur doc_536 1 0.127440
procedur doc_56 2 0.637198
procedur doc_580 1 0.127440
procedur doc_605 1 0.254879
procedur doc_617 2 1.274397
procedur doc_627 2 0.364113
procedur doc_637 1 0.074965
procedur doc_669 3 0.764638
procedur doc_706 1 0.254879
procedur doc_715 1 0.106200
procedur doc_716 2 0.637198
procedur doc_720 1 0.318599
procedur doc_723 2 0.637198
procedur doc_772 1 0.637198
procedur doc_776 1 0.159300
procedur doc_797 1 0.254879
procedur doc_80 1 0.063720
procedur doc_82 1 0.424799
procedur doc_838 2 1.274397
procedur doc_881 1 0.127440
procedur doc_886 1 0.182057
procedur doc_925 1 0.254879
procedur doc_956 1 0.637198
procedur doc_959 2 0.231709
procedur doc_962 1 0.212399
procedur doc_971 1 0.254879
procedur doc_986 1 0.424799
procedur doc_999 6 0.695126
proceed doc_460 1 0.542782
proceed doc_536 1 0.271391
process doc_11 1 0.302320
process doc_127 1 0.403093
process doc_128 1 0.201546
process doc_144 1 0.086377
process doc_180 1 0.241856
process doc_199 1 0.075580
process doc_209 1 0.172754
process doc_213 1 0.241856
process doc_233 1 0.403093
process doc_255 1 0.134364
process doc_282 1 0.201546
process doc_283 1 0.151160
process doc_286 1 0.403093
process doc_287 1 0.241856
process doc_355 1 0.134364
process doc_358 1 0.134364
process doc_365 1 0.201546
process doc_374 1 0.241856
process doc_378 2 0.201546
process doc_405 1 0.302320
process doc_438 1 0.063646
process doc_455 1 0.201546
process doc_457 1 0.151160
process doc_458 2 0.268729
process doc_459 1 0.201546
process doc_465 1 0.241856
process doc_467 2 0.483711
process doc_475 1 0.604639
process doc_480 1 0.093021
process doc_492 1 0.302320
process doc_499 5 0.251933
process doc_524 1 0.302320
process doc_533 1 0.109934
process doc_549 1 0.241856
process doc_557 1 0.241856
process doc_575 1 0.241856
process doc_58 1 0.134364
process doc_590 1 0.172754
process doc_595 1 0.241856
process doc_600 1 0.100773
process doc_610 1 0.604639
process doc_612 1 0.172754
process doc_624 2 0.403093
process doc_631 1 0.241856
process doc_674 6 1.036524
process doc_678 2 0.345508
process doc_706 1 0.241856
process doc_715 2 0.201546
process doc_73 1 0.100773
process doc_755 1 0.201546
process doc_758 1 0.201546
process doc_763 1 0.403093
process doc_794 1 0.403093
process doc_800 1 0.403093
process doc_805 1 0.201546
process doc_816 1 0.403093
process doc_847 1 0.172754
process doc_849 1 0.201546
process doc_85 1 0.120928
process doc_856 1 0.109934
process doc_877 1 0.302320
process doc_884 3 0.362784
process doc_888 3 0.604639
process doc_891 1 0.120928
process doc_906 2 0.483711
process doc_921 1 0.151160
process doc_943 1 0.172754
process doc_959 1 0.109934
procrythro doc_427 1 0.274047
produc doc_1001 1 0.144227
produc doc_1019 1 0.201917
produc doc_1025 2 0.183561
produc doc_109 1 0.336529
produc doc_116 1 0.112176
produc doc_122 2 0.252397
produc doc_126 1 0.126198
produc doc_143 1 0.100959
produc doc_152 1 0.112176
produc doc_154 1 0.168265
produc doc_156 1 0.336529
produc doc_164 1 0.252397
produc doc_174 1 0.144227
produc doc_179 2 0.504794
produc doc_188 1 0.168265
produc doc_198 2 0.201917
produc doc_206 2 0.144227
produc doc_233 1 0.336529
produc doc_259 1 0.059387
produc doc_262 1 0.336529
produc doc_278 1 0.144227
produc doc_282 1 0.168265
produc doc_287 1 0.201917
produc doc_289 2 0.134612
produc doc_296 1 0.201917
produc doc_300 1 0.168265
produc doc_324 1 0.091781
produc doc_366 1 0.336529
produc doc_37 1 0.504794
produc doc_378 2 0.168265
produc doc_396 2 0.336529
produc doc_402 2 0.336529
produc doc_408 2 0.403835
produc doc_414 1 0.201917
produc doc_418 1 0.112176
produc doc_419 3 1.009587
produc doc_420 2 0.134612
produc doc_425 1 0.072113
produc doc_433 2 0.336529
produc doc_467 1 0.201917
produc doc_47 1 0.336529
produc doc_472 1 0.091781
produc doc_475 1 0.504794
produc doc_48 3 0.378595
produc doc_5 1 0.252397
produc doc_506 1 0.201917
produc doc_532 1 0.252397
produc doc_537 1 0.168265
produc doc_548 1 0.168265
produc doc_549 1 0.201917
produc doc_551 1 0.126198
produc doc_553 1 0.144227
produc doc_556 1 0.504794
produc doc_557 1 0.201917
produc doc_558 1 0.252397
produc doc_567 1 0.144227
produc doc_569 1 0.100959
produc doc_573 1 0.112176
produc doc_579 1 0.144227
produc doc_593 1 0.091781
produc doc_594 2 0.252397
produc doc_6 1 0.201917
produc doc_600 1 0.084132
produc doc_627 1 0.144227
produc doc_64 1 0.201917
produc doc_642 2 0.252397
produc doc_644 1 0.336529
produc doc_649 1 0.100959
produc doc_65 3 0.378595
produc doc_656 1 0.252397
produc doc_681 1 0.100959
produc doc_696 1 0.201917
produc doc_699 1 0.168265
produc doc_708 1 0.112176
produc doc_71 1 0.168265
produc doc_712 1 0.084132
produc doc_725 1 0.336529
produc doc_730 1 0.201917
produc doc_734 1 0.201917
produc doc_75 1 0.144227
produc doc_750 1 0.201917
produc doc_755 1 0.168265
produc doc_770 1 0.504794
produc doc_775 1 0.168265
produc doc_777 1 0.252397
produc doc_785 1 0.252397
produc doc_814 1 0.336529
produc doc_835 1 0.252397
produc doc_836 1 0.126198
produc doc_839 3 0.757191
produc doc_854 1 0.252397
produc doc_863 2 0.403835
produc doc_872 1 0.126198
produc doc_882 1 0.168265
produc doc_89 1 0.168265
produc doc_899 1 0.252397
produc doc_90 2 0.252397
produc doc_901 1 0.112176
produc doc_905 1 0.091781
produc doc_910 1 0.168265
produc doc_923 1 0.252397
produc doc_93 1 0.252397
produc doc_931 1 0.336529
produc doc_932 1 0.168265
produc doc_945 1 0.112176
produc doc_947 1 0.336529
produc doc_949 2 0.403835
produc doc_957 1 0.126198
produc doc_971 1 0.201917
produc doc_980 1 0.063099
produc doc_987 5 0.280441
produc doc_99 1 0.084132
product doc_1018 1 0.166957
product doc_1020 2 0.242847
product doc_1029 1 0.222610
product doc_114 1 0.190808
product doc_126 1 0.166957
product doc_131 1 0.133566
product doc_143 1 0.133566
product doc_151 2 0.381617
product doc_152 1 0.148406
product doc_161 1 0.222610
product doc_197 1 0.121423
product doc_208 1 0.166957
product doc_225 1 0.267132
product doc_255 5 0.742032
product doc_264 1 0.133566
product doc_272 1 0.267132
product doc_30 1 0.667829
product doc_317 1 0.267132
product doc_326 2 0.242847
product doc_37 1 0.667829
product doc_378 1 0.111305
product doc_379 1 0.190808
product doc_422 1 0.267132
product doc_433 2 0.445219
product doc_445 1 0.222610
product doc_448 2 0.667829
product doc_462 1 0.267132
product doc_468 1 0.667829
product doc_472 1 0.121423
product doc_483 1 0.445219
product doc_506 1 0.267132
product doc_513 1 0.133566
product doc_520 3 0.801395
product doc_533 1 0.121423
product doc_574 1 0.445219
product doc_583 1 0.267132
product doc_587 1 0.445219
product doc_619 2 0.534263
product doc_630 2 0.534263
product doc_634 1 0.222610
